"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","1991",27.83348697,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","1992",26.15241446,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","1993",25.97048011,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","1994",25.63060963,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","1995",25.45058244,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","1996",27.23651227,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","1997",28.75966099,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","1998",26.59047661,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","1999",27.91828298,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2000",26.35462433,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2001",24.46036157,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2002",25.11618553,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2003",25.81171138,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2004",28.56664444,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2005",27.06126788,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2006",26.92516712,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2007",24.09761552,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2008",23.30106253,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2009",23.43242333,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2010",25.30048579,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2011",23.28277027,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2012",22.42724269,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2013",23.7283312,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2014",23.59946201,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2015",22.8010372,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2016",21.87499999,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2017",21.94357184,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2018",22.01251548,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2019",22.08194752,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2020",22.15190149,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2021",22.22227599,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2022",22.29267832,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2023",22.36380657,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2024",22.4356443,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2025",22.50772083,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","1990",14.31885846,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","1991",14.39647626,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","1992",15.12924672,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","1993",14.87067653,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","1994",15.59669061,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","1995",15.50471713,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","1996",14.45952018,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","1997",14.715333,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","1998",15.16593208,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","1999",15.06947353,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2000",15.20645363,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2001",15.20759062,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2002",15.96301173,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2003",17.41455784,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2004",17.70259893,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2005",18.6201897,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2006",17.95899956,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2007",19.68006992,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2008",19.2820737,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2009",19.86932277,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2010",20.15720138,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2011",19.62017287,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2012",20.52933381,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2013",19.98708042,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2014",19.9871332,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2015",20.25072536,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2016",20.33355162,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2017",20.38278058,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2018",20.51387857,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2019",20.70453014,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2020",20.64505822,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2021",20.65701384,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2022",20.67411992,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2023",20.67592461,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2024",20.72725412,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2025",20.76247132,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","1990",21.76757838,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","1991",22.05673617,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","1992",22.07211807,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","1993",23.25137718,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","1994",23.99330583,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","1995",23.57849787,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","1996",24.02355821,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","1997",25.24692111,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","1998",27.17069992,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","1999",27.45078135,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2000",29.19249231,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2001",28.77354597,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2002",31.94918767,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2003",30.86740123,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2004",32.31550356,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2005",33.58058326,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2006",35.05006452,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2007",34.670484,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2008",33.20141749,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2009",33.5478125,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2010",37.63066646,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2011",39.4917753,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2012",40.30562166,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2013",40.13447575,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2014",40.8019175,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2015",42.00750521,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2016",42.86930002,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2017",43.06319349,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2018",43.14603603,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2019",43.2116912,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2020",43.45060397,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2021",43.50003371,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2022",43.63889908,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2023",43.82312827,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2024",43.92681058,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2025",44.10046809,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","1990",18.86177628,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","1991",19.26238548,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","1992",17.82159386,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","1993",17.35675736,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","1994",18.36657075,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","1995",15.00545522,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","1996",14.69112654,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","1997",14.96019576,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","1998",15.37533937,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","1999",15.15436115,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2000",16.26876886,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2001",14.88896355,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2002",13.69932962,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2003",12.08448041,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2004",11.92095205,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2005",11.93546913,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2006",12.32227898,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2007",12.55087352,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2008",10.97233226,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2009",10.32414401,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2010",8.969861448,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2011",8.044461783,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2012",8.720105015,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2013",8.716901165,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2014",8.107499586,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2015",7.423454044,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2016",7.650958147,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2017",7.252040173,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2018",7.179334435,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2019",7.153580458,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2020",7.053409476,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2021",7.009690983,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2022",6.962396352,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2023",6.92758643,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2024",6.882903107,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2025",6.841761165,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","1990",24.89209195,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","1991",24.34673794,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","1992",23.72147578,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","1993",22.69923619,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","1994",23.11781332,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","1995",23.20123246,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","1996",22.94454737,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","1997",23.00682546,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","1998",23.28368068,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","1999",23.70778695,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2000",23.3240591,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2001",22.4189051,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2002",22.33591869,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2003",23.57415561,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2004",22.39989859,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2005",21.93949703,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2006",21.60787039,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2007",22.13894617,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2008",21.52068139,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2009",20.42569733,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2010",20.23027897,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2011",19.68993828,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2012",19.84034083,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2013",19.53925751,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2014",17.9929427,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2015",17.37132968,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2016",17.45451731,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2017",17.54194593,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2018",17.80407563,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2019",17.94911442,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2020",17.55075847,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2021",17.56624299,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2022",17.49604572,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2023",17.45432378,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2024",17.41628001,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2025",17.38046796,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","1990",20.50646653,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","1991",20.27555479,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","1992",22.24032912,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","1993",21.64832991,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","1994",22.2636544,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","1995",21.79257665,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","1996",20.38568141,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","1997",19.94867814,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","1998",22.50277955,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","1999",23.57760182,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2000",22.49365324,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2001",22.72339205,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2002",21.8744518,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2003",19.74318813,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2004",20.93767449,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2005",18.09643481,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2006",18.39882483,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2007",19.66225582,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2008",18.6796427,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2009",18.47032629,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2010",17.1825491,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2011",16.68284727,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2012",17.38073517,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2013",16.26194997,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2014",16.06077606,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2015",15.74658647,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2016",15.97808965,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2017",15.82100128,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2018",15.88629998,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2019",16.83167522,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2020",16.79309792,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2021",16.25106734,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2022",15.38581447,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2023",15.37747441,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2024",15.39743298,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2025",15.39267165,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","1990",25.86520729,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","1991",25.83169151,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","1992",25.8582039,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","1993",26.39868372,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","1994",28.03369197,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","1995",27.78857088,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","1996",27.616084,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","1997",28.04830569,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","1998",28.6064354,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","1999",29.80001872,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2000",31.21647474,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2001",32.32502881,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2002",32.61511799,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2003",32.75129096,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2004",32.91918887,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2005",33.12916825,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2006",33.46157152,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2007",33.59263105,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2008",33.75759603,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2009",33.25105198,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2010",32.85540204,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2011",31.82889529,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2012",31.5427592,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2013",31.88751489,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2014",32.68317695,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2015",34.15846671,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2016",34.80336177,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2017",35.00256843,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2018",35.14038365,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2019",35.0011657,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2020",35.06809936,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2021",35.08495629,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2022",35.16705573,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2023",35.01179514,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2024",34.97480329,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2025",34.87201159,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","1990",0.730405561,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","1991",0.764272223,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","1992",0.74114821,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","1993",0.752332884,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","1994",0.723221435,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","1995",0.713323289,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","1996",0.664067854,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","1997",0.651948044,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","1998",0.730094276,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","1999",0.753867099,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2000",0.829785698,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2001",0.911196365,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2002",0.910415471,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2003",0.952507759,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2004",0.973777595,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2005",0.982951162,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2006",1.066423447,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2007",1.070975244,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2008",1.024720129,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2009",1.013341834,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2010",0.954364265,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2011",0.919793837,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2012",0.843956423,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2013",0.917951695,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2014",0.868679887,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2015",0.81704465,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2016",0.849115962,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2017",0.915171013,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2018",0.895788257,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2019",0.885237667,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2020",0.878143483,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2021",0.87227114,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2022",0.867738577,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2023",0.864554189,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2024",0.859044319,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2025",0.851718485,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","1990",6.111035332,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","1991",6.517054861,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","1992",6.766243582,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","1993",7.406406985,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","1994",8.129089705,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","1995",8.535522093,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","1996",8.084060094,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","1997",8.191633027,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","1998",8.307415038,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","1999",8.29381568,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2000",8.742209362,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2001",7.126961724,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2002",7.221160274,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2003",7.064563399,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2004",7.040784944,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2005",6.300510714,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2006",6.25016675,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2007",6.442418101,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2008",6.446809914,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2009",6.553640699,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2010",6.771114834,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2011",6.788026049,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2012",6.798861232,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2013",6.797340983,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2014",6.784462779,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2015",6.694225598,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2016",6.713522763,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2017",6.719638942,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2018",6.760546631,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2019",6.792062137,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2020",6.803782187,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2021",6.83545291,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2022",6.86386061,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2023",6.884167724,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2024",6.915986935,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2025",6.940044671,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","1990",13.21900597,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","1991",13.23926698,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","1992",13.23331214,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","1993",13.11437952,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","1994",13.18016213,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","1995",13.22634916,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","1996",13.13332579,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","1997",12.88024036,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","1998",13.0951625,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","1999",13.3641007,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","2000",13.39095432,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","2001",13.69772341,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","2002",14.37907353,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","2003",14.21550484,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","2004",15.31104924,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","2005",14.83602007,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","2006",14.33578485,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","2007",14.40054526,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","2008",14.5929875,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","2009",14.29367335,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","2010",14.49013025,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","2011",14.72215901,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","2012",14.78589811,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","2013",14.63624296,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","2014",14.70721582,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","2015",14.96233495,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","2016",14.91142268,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","2017",14.92750653,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","2018",15.051793,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","2019",15.16648844,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","2020",15.17418377,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","2021",15.24425159,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","2022",15.30655961,
